k,silhouette,dbi,intra_inter_ratio
3,0.8039435744285583,0.8866566473683658,1.2781001084036385
4,0.7442969083786011,0.8260577736338797,1.0698205721137375
5,0.71061110496521,0.7309981890055549,0.9115481204642977
6,0.7127851843833923,0.7031163204780526,0.5926103488724579
7,0.6801496744155884,0.7709743102844399,0.5748044708209049
8,0.6737704873085022,0.8929987740288696,0.5106474745943614
10,0.6753823161125183,0.8066184924281871,0.3402874156851599
