k,silhouette,dbi,intra_inter_ratio
3,0.7621983289718628,0.5685866816324644,3.8727449770041993
4,0.7235419750213623,0.6396022905849685,1.2402948324379637
5,0.7153664231300354,0.6396171723704752,0.5618491343155477
6,0.6371510624885559,0.6983637127848059,0.5481814389931965
7,0.6252586841583252,0.7097347193391063,0.3921903720999553
8,0.6229137778282166,0.6681208120779641,0.31881650344253115
10,0.5566856265068054,0.7501197267856058,0.24232066781042058
