k,silhouette,dbi,intra_inter_ratio
3,0.7810861468315125,0.4286489768556409,5.993640757032064
4,0.755785346031189,0.4937004150523136,2.652776360785203
5,0.7259153723716736,0.539541122368561,2.4502919593398436
6,0.7175483107566833,0.5754974737746701,2.176262042135976
7,0.7104687094688416,0.6022468219863197,1.1627264937569495
8,0.6434655785560608,0.6179430368077403,1.2411143799713917
10,0.6388659477233887,0.6664042207743239,0.712026650326045
