k,silhouette,dbi,intra_inter_ratio
3,0.16526994109153748,1.9306437134989503,2.002251636706958
4,0.16937395930290222,1.7331082359972225,1.9668052848834532
5,0.18787163496017456,1.7763351150790612,4.47296042574874
6,0.17693904042243958,1.7134903635181944,4.424924520466458
7,0.17142757773399353,1.7844925887452736,1.9790383270107275
8,0.11951415985822678,1.8919719445613712,1.8930051743693643
10,0.1028304174542427,1.9782432732346305,1.546270370789861
