k,silhouette,dbi,intra_inter_ratio
3,0.8304101,0.7634442735028055,1.2866303810463222
4,0.7955004,0.726929965453457,0.9757337807926324
5,0.7115976,0.7453095871556371,0.9194314113650217
6,0.7119877,0.7447198300723009,0.6341738427780764
7,0.71899873,0.747547429153326,0.587820602317617
8,0.71845967,0.7597077680233475,0.44323083147583864
10,0.7241529,0.695724257979768,0.38224212604899027
