k,silhouette,dbi,intra_inter_ratio
3,0.8498983979225159,0.44396310349267915,2.6378343594298013
4,0.8112802505493164,0.505026353089054,1.1620057880776336
5,0.7843276858329773,0.4736485519956403,0.8195368570046473
6,0.7819467782974243,0.4967097475974979,0.7489605986372896
7,0.7499223351478577,0.5532214931616096,0.44662813736464363
8,0.7417520880699158,0.5556319262933401,0.4195493866954094
10,0.7142512798309326,0.5509225915158781,0.2954702917555048
