k,silhouette,dbi,intra_inter_ratio
3,0.8611806035041809,0.45145390416646763,1.4002209807572936
4,0.7905091643333435,0.49051744871910896,1.085664908995193
5,0.7711985111236572,0.46001801150642896,0.7686333415054503
6,0.7697861790657043,0.48104023686463887,0.4530383833768233
7,0.7444497346878052,0.5055478276571806,0.436507346822321
8,0.7437400221824646,0.5149114444448744,0.4219548681951838
10,0.7208553552627563,0.49970849589372185,0.2887004467243547
