k,silhouette,dbi,intra_inter_ratio
3,0.8786390423774719,0.4598022316720196,1.181140328688011
4,0.8673482537269592,0.4498501735849713,0.5892542696810819
5,0.8195945620536804,0.48434345589923444,0.5545841354021624
6,0.8183680772781372,0.43741976034496405,0.369366463876469
7,0.8208269476890564,0.4156857554504803,0.28039074136686376
8,0.8121886253356934,0.47260739011409636,0.26258546310584474
10,0.7395984530448914,0.39905866531848083,0.172559086334984
